frame_idx,timestamp_sec,track_id,x1,y1,x2,y2,center_x,center_y,confidence
112,3.7333333333333334,14,595,254,632,358,613,306,0.5651236772537231
112,3.7333333333333334,15,414,215,443,284,428,249,0.4040158689022064
113,3.7666666666666666,15,413,210,443,284,428,247,0.31439921259880066
114,3.8,14,582,270,633,405,607,337,0.5709080100059509
115,3.8333333333333335,14,582,269,633,405,607,337,0.5613153576850891
115,3.8333333333333335,16,398,217,424,291,411,254,0.3871989846229553
116,3.8666666666666667,14,578,278,632,406,605,342,0.3285785913467407
117,3.9,14,578,278,632,405,605,341,0.3058909475803375
118,3.933333333333333,14,579,278,632,407,605,342,0.32937484979629517
119,3.966666666666667,14,579,278,632,406,605,342,0.3272429406642914
121,4.033333333333333,14,574,322,624,441,599,381,0.583672821521759
121,4.033333333333333,5,531,406,582,587,556,496,0.4721982777118683
122,4.066666666666666,14,574,322,624,441,599,381,0.5839022397994995
122,4.066666666666666,17,370,231,401,318,385,274,0.5277292132377625
122,4.066666666666666,5,531,406,582,587,556,496,0.485224187374115
122,4.066666666666666,18,608,478,697,641,652,559,0.4157209098339081
122,4.066666666666666,20,630,475,696,628,663,551,0.385331392288208
122,4.066666666666666,19,642,220,676,336,659,278,0.37249717116355896
123,4.1,14,574,322,624,440,599,381,0.5904827117919922
123,4.1,17,370,231,401,318,385,274,0.5388939380645752
123,4.1,5,531,407,582,587,556,497,0.4727112948894501
123,4.1,18,608,477,697,645,652,561,0.40492525696754456
123,4.1,19,642,220,676,336,659,278,0.38010603189468384
123,4.1,20,630,474,696,628,663,551,0.36695238947868347
124,4.133333333333334,14,574,322,624,441,599,381,0.5948895812034607
124,4.133333333333334,17,370,231,401,318,385,274,0.521274983882904
124,4.133333333333334,5,531,407,582,587,556,497,0.4446471333503723
124,4.133333333333334,18,609,477,697,635,653,556,0.4200868308544159
124,4.133333333333334,20,630,475,696,627,663,551,0.39542046189308167
124,4.133333333333334,19,642,219,676,337,659,278,0.3816692531108856
125,4.166666666666667,18,607,495,696,702,651,598,0.5680115222930908
125,4.166666666666667,14,575,329,619,461,597,395,0.43390700221061707
125,4.166666666666667,19,646,225,676,343,661,284,0.4262329638004303
125,4.166666666666667,5,530,408,583,597,556,502,0.3668125867843628
125,4.166666666666667,17,367,235,402,324,384,279,0.33740127086639404
126,4.2,17,355,248,391,333,373,290,0.5506297945976257
126,4.2,14,566,357,621,535,593,446,0.42569029331207275
126,4.2,19,643,230,681,364,662,297,0.36050787568092346
127,4.233333333333333,17,355,248,391,333,373,290,0.5599932670593262
127,4.233333333333333,14,565,354,618,519,591,436,0.45353183150291443
127,4.233333333333333,19,643,234,681,362,662,298,0.3499903082847595
128,4.266666666666667,14,555,367,617,537,586,452,0.5476740002632141
128,4.266666666666667,17,352,248,383,331,367,289,0.48374196887016296
128,4.266666666666667,19,639,236,682,364,660,300,0.4632219076156616
129,4.3,14,556,367,617,536,586,451,0.5425134301185608
129,4.3,17,352,248,384,331,368,289,0.49106281995773315
129,4.3,19,639,236,681,365,660,300,0.46549421548843384
130,4.333333333333333,14,554,367,617,537,585,452,0.5476534366607666
130,4.333333333333333,17,352,248,384,331,368,289,0.4798959493637085
130,4.333333333333333,19,639,236,682,368,660,302,0.4742262363433838
131,4.366666666666666,14,554,367,617,537,585,452,0.5417357683181763
131,4.366666666666666,17,352,248,384,331,368,289,0.47704410552978516
131,4.366666666666666,19,639,236,682,367,660,301,0.46898746490478516
132,4.4,17,336,251,371,337,353,294,0.6820696592330933
132,4.4,14,536,401,610,565,573,483,0.667216420173645
133,4.433333333333334,14,533,408,611,573,572,490,0.6252579092979431
133,4.433333333333334,17,334,255,368,343,351,299,0.4264487624168396
134,4.466666666666667,14,527,416,610,584,568,500,0.6905905604362488
134,4.466666666666667,17,330,261,366,348,348,304,0.26473063230514526
135,4.5,14,527,416,609,584,568,500,0.6991339921951294
135,4.5,17,330,261,366,349,348,305,0.2747063636779785
136,4.533333333333333,14,527,416,609,585,568,500,0.694827675819397
137,4.566666666666666,14,527,426,609,595,568,510,0.5207257270812988
137,4.566666666666666,17,328,268,363,352,345,310,0.3684074282646179
138,4.6,17,328,265,361,352,344,308,0.33593451976776123
139,4.633333333333334,17,324,265,355,353,339,309,0.5405575633049011
140,4.666666666666667,17,324,265,355,353,339,309,0.5425888895988464
141,4.7,17,324,265,355,353,339,309,0.5353175401687622
142,4.733333333333333,17,324,265,354,353,339,309,0.5426145792007446
143,4.766666666666667,17,324,265,355,353,339,309,0.5423731207847595
144,4.8,17,319,264,352,351,335,307,0.5822557806968689
145,4.833333333333333,17,318,264,353,352,335,308,0.6833151578903198
146,4.866666666666666,14,514,532,617,714,565,623,0.6944630146026611
146,4.866666666666666,17,317,264,352,352,334,308,0.6567593216896057
146,4.866666666666666,22,616,319,676,471,646,395,0.48274677991867065
147,4.9,14,515,532,617,714,566,623,0.6706547141075134
147,4.9,17,317,264,352,352,334,308,0.6637621521949768
147,4.9,22,617,319,676,473,646,396,0.4758506417274475
147,4.9,24,507,452,583,562,545,507,0.4054982364177704
147,4.9,25,593,363,645,509,619,436,0.37225261330604553
148,4.933333333333334,14,515,532,617,714,566,623,0.6768884658813477
148,4.933333333333334,17,317,264,352,352,334,308,0.6544750332832336
148,4.933333333333334,22,617,319,676,472,646,395,0.48238563537597656
148,4.933333333333334,24,508,452,583,563,545,507,0.4004201292991638
148,4.933333333333334,25,593,363,644,508,618,435,0.36487340927124023
149,4.966666666666667,14,519,547,609,715,564,631,0.7882969975471497
149,4.966666666666667,17,316,264,352,355,334,309,0.6291995644569397
149,4.966666666666667,24,507,448,583,579,545,513,0.5705384016036987
149,4.966666666666667,22,614,324,676,510,645,417,0.4152790606021881
149,4.966666666666667,25,593,358,646,526,619,442,0.39700523018836975
